CRD_UP_AVE,CRD_UP_STD,CRS_UP_AVE,CRS_UP_STD,CRM_UP_AVE,CRM_UP_STD,INV_UP_AVE,INV_UP_STD,DLT_UP_AVE,DLT_UP_STD,SED_AVE,SED_STD,SED_GRD,SRO_DG_AVE,SRO_DG_STD,IRO_DG_AVE,IRO_DG_STD,LRO_DG_AVE,LRO_DG_STD,FRE_DG_AVE,FRE_DG_STD,FRE_UP_AVE,FRE_UP_STD,EGO_UP_AVE,EGO_UP_STD,EGO_L_UP_AVE,EGO_L_UP_STD,EGO_SL_UP_AVE,EGO_SL_UP_STD,EGO_UM_UP_AVE,EGO_UM_UP_STD,EGR_DG_AVE,EGR_DG_STD,EGR_UP_AVE,EGR_UP_STD,EGR_BG_UP_AVE,EGR_BG_UP_STD,DXT_200,DXT_400,DXT_600,FDM_200,FDM_400,FDM_600,SDM_200,SDM_400,SDM_600,V_UP,V_TN,AGE,MR_GCMT
2.464e-07,1.7892e-06,-2.24e-08,1.752e-07,1.472e-07,8.152e-07,215.3381743644,98.7035321978,-187.471081328,109.6801942917,311.9482769143793,34.193370756371614,0.0011084802333797,76.5041549296,16.6176775993,246.8783098592,89.8576727737,334.3054929577,155.1240483421,-4.9326236398,33.9398183288,-44.0804096895,58.8975856995,8.2070331476,4.9669283097,-3.2083265432,3.3124043986,-1.3556508541,3.6476762348,-4.2770949099,4.3785780677,-4.4608732533,33.0423214826,-42.2611816354,53.067288724,-37.6257639941,86.8124948811,607.6069,614.9198,624.7174,0.1109146127745309,0.024764391152609,0.0329440335073822,0.0012156361499504,0.000562639124222,0.0001296067266232,46.6,46.6,30.0,5.0
5.613e-07,1.7254e-06,-5.6e-08,1.213e-07,1.694e-07,8.788e-07,202.1942264629,67.2758045298,-193.2703417337,70.4040653815,336.7460375589683,15.278342187265835,0.0002479776064458,98.2003726708,27.5875161903,306.7691304348,99.3750694294,459.7270186335,200.9666086255,-9.2215325987,31.3385008471,2.4711808965,76.4297006072,8.9062083142,5.6342703643,-1.4065405023,3.790894468,0.2086489183,4.2671313556,-3.430932939,4.8952357118,-9.0112501836,31.3720363752,1.3349551085,69.1434261691,1.2875563781,66.4522060575,598.4853,613.2335,621.6107,0.0702328815450247,0.0102203456863368,0.0293761455072448,0.0020491698002038,0.0005906272354333,0.0001562606353295,46.6,46.6,30.0,5.6
4.523e-07,1.7494e-06,-3.1e-09,1.064e-07,3.83e-08,9.511e-07,199.6856057839,49.3589101415,-191.0896500447,68.5343331276,356.3174549889206,34.21307252916478,0.0001957141742995,131.0557971014,37.1071512076,439.6892753623,123.9563407925,581.6982608696,126.561725056,-12.9856311869,33.1199040025,45.7209609025,83.8607343278,11.0316193067,6.3656938039,1.189903573,4.3068698394,2.7005861326,4.8640673856,-1.4828594828,5.6000362825,-11.7788715569,29.0208008544,44.0835283733,80.6181766237,38.1686806866,49.7812376795,594.4392,613.0155,618.8933,0.0184641914242035,0.0046802707041234,0.0252914440210085,0.0024064023792401,0.0005347097807861,0.0001698003897225,46.6,46.6,30.0,5.8
3.21e-07,1.7879e-06,6.78e-08,9.08e-08,-8.21e-08,9.828e-07,173.6099533536,84.9284873693,-173.6053180979,86.1292442005,358.03389623611866,28.63739963204642,1.7164412471980528e-05,135.0064179104,25.8461323474,419.1454477612,81.1558429639,344.2314925373,164.4861794834,-19.4859220983,39.9430338719,61.4773003608,86.3233626169,11.7579293549,6.3721160878,2.4053142823,4.2350038219,3.8351299665,4.8442861833,-0.8978617827,5.5992144759,-19.3781534113,41.3597455606,56.0189841329,81.3250812926,45.9032320952,58.7395899408,596.3605,614.126,616.5994,0.0456571615963638,0.0160566839765894,0.0210022075232038,0.002266234104422,0.0003954814457059,0.0001718442232966,46.6,46.6,30.0,5.2
5.754e-07,1.7531e-06,1.091e-07,4e-08,4.54e-08,9.73e-07,252.7207525327,175.409268838,-188.756010639,161.119363731,351.39393245812124,22.56296401268641,6.639963777997415e-05,228.4115853659,88.4857815155,394.3861585366,85.0808180095,311.8253658537,120.1218229772,-16.8867595952,41.5697733559,33.0142367095,86.9196689074,10.0578781703,5.5381846137,1.553870661,3.5591487416,2.8087827081,4.1464213774,-2.545741831,4.7836996899,-15.0934396491,39.736639826,31.6852021418,74.1887480353,48.8379635997,54.6905923052,603.8962,616.2187,614.7341,0.0959764660859521,0.0237418397249153,0.0167666958075135,0.0016048671720888,0.0001901411308431,0.000165168899563,47.0,47.0,30.0,1.0
5.809e-07,1.7019e-06,1.267e-07,4.68e-08,1.23e-08,9.429e-07,233.2087959671,152.1564918465,-179.704624244,147.9315859984,330.2786840219344,15.158325377651655,0.0002111524843618,301.4087820513,67.7075244402,491.7530128205,80.8254376166,444.1330769231,134.9461788565,-15.6164011899,39.3924349804,-5.0903002148,67.7913235502,8.4893939435,5.3985189479,0.4065357884,3.2605639159,1.5743401136,3.8905723624,-4.1403589987,4.7875239391,-17.0804674172,39.3665617217,-5.2768561188,66.520541609,40.003466561,72.9228908891,615.3932,618.7832,613.2814,0.1239145626042483,0.0258322383392606,0.012763671137935,0.000490699995298,7.142249159486899e-05,0.0001533706654391,47.0,47.0,30.0,1.0
4.381e-07,1.6585e-06,1.287e-07,9.12e-08,-8.47e-08,8.984e-07,253.2489632022,219.282801698,-118.8531751864,188.5887570996,323.39682539685714,9.1539518254049,6.881858625077231e-05,171.7814893617,52.063525449,401.6353191489,137.1544534046,280.2480141844,93.5361885686,-19.3256542888,39.7754152565,-2.708689058,77.789049945,8.294676762,4.992291336,0.147711125,2.9243630248,1.3830956881,3.5088196547,-4.632082988,4.2351596849,-18.1541700725,37.7169151069,-3.1727787601,76.7449477388,32.6613721848,83.7321902691,627.9691,621.2257,612.2119,0.1190959737930378,0.0219406778545732,0.0090770829801154,0.0009770175845705,0.0002801555014438,0.000140381347661,47.0,47.0,30.0,6.0
7.178e-07,1.5467e-06,1.015e-07,1.153e-07,1.232e-07,8.22e-07,195.2254322133,94.7562276909,-173.4019921485,101.5912003525,315.4090959953788,7.467053159862579,7.987729401478404e-05,90.3171165644,45.9401423664,186.7197546012,50.7906728304,135.856809816,25.1052285197,-16.9092709297,35.263847677,-5.0427399921,78.483930948,7.125812368,4.6746551868,-0.4969190007,2.7370550405,0.6261214988,3.2872746831,-5.8321197037,4.0060939848,-17.3415558809,36.0979310856,-5.9976157555,72.9175304748,51.6270114788,84.9638721544,638.1246,622.973,611.4936,0.0802321350956455,0.0127791470588071,0.0056942092466452,0.0021682594811282,0.0004585111485228,0.0001298731557059,45.9,45.9,31.0,6.0
4.902e-07,1.5659e-06,1.027e-07,1.285e-07,7.91e-08,8.056e-07,164.5385001442,55.4985102031,-160.8294317072,64.1920945074,307.6451563681129,9.420463078853553,7.763939627265848e-05,58.0145070423,9.0813110657,140.3842253521,25.4237643993,111.8992957746,23.4251210302,-18.5727566132,35.8486780712,-8.1618646388,70.9027876139,7.2886281342,4.6162144334,-0.7486139566,2.5429582485,0.5195972415,3.1291489599,-5.9566791913,3.9453595567,-18.2369912691,36.0806037305,-7.0929718188,66.1702737251,44.6821249284,87.8063641774,642.9325,623.5829,611.1005,0.0220903067807792,0.0034605683960761,0.002519144584991,0.0026389513883864,0.0005475136641025,0.0001246458673226,45.9,45.9,31.0,5.5
2.456e-07,1.5592e-06,6.38e-08,1.219e-07,6.36e-08,7.59e-07,144.7989170368,41.1361984995,-146.06506377,46.4279565904,296.50000326973213,14.425915998455228,0.0001114515309838,56.3159813084,16.219298005,132.5054205607,23.6079545156,87.5162616822,29.8580041249,-21.7841386611,40.6859578506,-16.9809225033,57.9607874735,7.7161309822,4.36412232,-1.1125332368,2.1802105841,0.3945642941,2.7927851629,-6.0670732148,3.6599413021,-22.2126082955,41.3947328196,-15.2320013323,57.2895157418,13.3565750527,84.8216390718,641.2336,622.8349,611.0197,0.0440901396173537,0.0135860436518477,0.0009053959522195,0.0022260064209449,0.0005267659345329,0.0001261302456037,45.9,45.9,31.0,6.3
