,DXT_200,FDM_200,SDM_200,DXT_400,FDM_400,SDM_400,DXT_600,FDM_600,SDM_600,SED_AVE,SED_STD,SED_GRD,V_UP,V_TN,AGE,FRE_DG_AVE,FRE_DG_STD,EGR_DG_AVE,EGR_DG_STD,SRO_DG_AVE,SRO_DG_STD,IRO_DG_AVE,IRO_DG_STD,LRO_DG_AVE,LRO_DG_STD,CRD_UP_AVE,CRD_UP_STD,CRS_UP_AVE,CRS_UP_STD,CRM_UP_AVE,CRM_UP_STD,FRE_UP_AVE,FRE_UP_STD,EGO_UP_AVE,EGO_UP_STD,EGO_L_UP_AVE,EGO_L_UP_STD,EGO_SL_UP_AVE,EGO_SL_UP_STD,EGO_UM_UP_AVE,EGO_UM_UP_STD,EGR_UP_AVE,EGR_UP_STD,EGR_BG_UP_AVE,EGR_BG_UP_STD,INV_UP_AVE,INV_UP_STD,DLT_UP_AVE,DLT_UP_STD,MR_GCMT
10,562.6253,0.0017904543748876,0.0001702335835342,563.0395,0.0131312106940025,8.720405817739178e-05,560.0002,0.0044374088178514,7.441172772107869e-05,502.7126675311381,3.417023180195373,0.0001352454056106,-53.7,-53.7,95.0,22.3403031308,18.3320078051,22.8379471071,17.6660303026,94.2007027027,47.3317915792,329.9327027027,167.8908823474,256.3151891892,212.7091913517,8.431e-07,1.159e-06,-1.318e-07,2.815e-07,5.389e-07,8.852e-07,3.7346980955,23.9889602173,17.4711355541,0.9370458361,-0.7587599014,0.6816665753,-2.4771028122,0.6966866473,3.2032180616,0.7501781078,2.9733015001,22.7359590068,75.6167406466,86.4271143908,133.647601068,34.0042505166,-121.4708978831,45.892467343,6.0
11,562.666,0.0018154504589719,0.0001063566826351,564.2269,0.0107748543308662,9.88357931257296e-05,560.528,0.0056314357108623,1.8507686947874155e-05,507.875011825575,7.28247818964308,5.162344294436849e-05,-53.7,-53.7,95.0,24.7578768181,18.1026682352,25.2268937014,18.0225081778,90.1453658537,32.6214823053,360.9584146341,120.7481446554,171.3898780488,38.5878645145,1.2431e-06,1.4736e-06,-2.936e-07,3.483e-07,6.062e-07,7.956e-07,-4.2034816378,27.2108000147,18.5539714522,1.0630355267,-0.7273885296,0.6061129668,-2.4345501333,0.6552329485,3.1852891486,0.6116926874,-4.2427549848,26.0197857724,47.5087696718,96.987868977,151.3900921686,59.4817896141,-114.5340767389,80.9170440903,5.7
12,562.9728,0.0037221597624924,4.2587671237488224e-05,565.1688,0.0083394264737005,9.35152159604513e-05,561.0974,0.0054574682525323,3.366698350542846e-05,573.4886456224818,36.35064274780371,0.000656136337969,-53.7,-53.7,95.0,32.4758607475,19.7475078153,32.5543379001,18.8810790134,73.3700546448,11.5067606403,315.721147541,81.3505488496,284.7281967213,65.4473476235,1.302e-06,1.5995e-06,-2.103e-07,3.019e-07,5.981e-07,8.707e-07,-1.0008297357,43.5377180769,19.6042161421,1.2078924845,-0.4199281625,1.0124571928,-1.9974877944,1.1240402774,3.4680828278,1.0447190064,-1.498030969,42.281608784,53.5867629364,102.9898491987,190.7743318782,79.2188389775,-166.7903966904,102.8849940802,1.0
13,563.3884,0.0042734410784683,7.149208044724543e-06,565.8776,0.0061343546775954,8.132494758408955e-05,561.5837,0.0041526737404883,7.25415520074727e-05,656.5221000011975,52.21691430479096,0.0008303345437871,-53.7,-53.7,95.0,28.7677044572,12.27266646,28.4605350637,12.1889409485,88.4179069767,26.3568457466,374.4199418605,148.5175259116,300.2025581395,67.4739432513,1.5627e-06,1.7111e-06,-1.841e-07,2.901e-07,8.006e-07,1.056e-06,1.7422600142,48.8365722237,20.8736799543,1.4573227001,-0.1039156235,1.2527451681,-1.6332270701,1.3307887067,3.7253044821,1.1950606938,2.4127721461,47.8794829108,38.0006205668,106.6482961437,202.3568842061,78.8207058751,-161.2879164251,128.8312936974,1.0
14,563.8104,0.0040650154115241,1.7555476376788413e-05,566.3829,0.0042285931442345,7.100509019946372e-05,561.8901,0.0020247668810837,9.780295630882916e-05,672.7786532314806,62.67883269651029,0.0001625655323028,-53.7,-53.7,95.0,21.2397622757,14.2641931339,21.1426322928,13.5472827035,119.1683108108,41.1710309035,520.5617567568,187.7338605138,263.0233108108,85.1447888884,2.1076e-06,1.6266e-06,-3.291e-07,3.431e-07,1.3868e-06,1.0721e-06,11.1455094409,38.238090781,22.3581803441,1.8303147464,0.2113531804,1.100136493,-1.206749152,1.1620432513,4.033994142,1.1366355203,10.7688077017,36.9678820319,32.5878168263,99.6162831535,222.8604303853,99.8395666864,-158.8261227554,143.2049582483,4.9
15,564.1894,0.0035101612965805,2.7131353356005743e-05,566.7098,0.0025015854804224,6.849921548683768e-05,561.9534,0.0007969932712407,0.0001076911986541,668.2735909854265,58.33603375222416,4.50506224605407e-05,-53.7,-53.7,95.0,24.5671960707,20.3191874272,25.0087802175,20.0302707367,95.0108695652,26.3908789436,504.0393043478,244.5418279211,320.7162608696,149.8410510563,2.9898e-06,1.4339e-06,-3.217e-07,4.152e-07,1.9459e-06,1.0145e-06,14.8425375586,30.117454384,23.7999867846,2.3339382535,0.198839129,1.1507649448,-0.9908108214,1.3564122333,4.1309153396,1.5227239221,14.3061902109,28.9557610631,24.8190462267,83.1399171498,238.1637690067,186.4754483996,-153.3703989461,215.2431358709,5.7
16,564.5007,0.0027455835108479,3.449499129905378e-05,566.8645,0.000755720380396,7.603760897692686e-05,561.7492,0.0032183764727462,0.0001012337510494,685.9388663736534,79.26711337979505,0.0001766527538822,-53.7,-53.7,95.0,23.5607837092,17.7992972321,24.1223399827,18.1409371905,81.3354929577,35.6464477534,465.7885915493,302.3948574964,362.9623943662,197.8845092647,3.0325e-06,1.2733e-06,-1.07e-08,5.379e-07,1.4702e-06,9.187e-07,10.2846565097,25.7995840174,23.9048581888,2.5808337518,-0.8177863635,1.1352148788,-1.8254399707,1.4839546843,3.0439290236,1.7078297429,10.7830457327,24.298473971,37.9022290468,77.3999766814,284.3585629207,174.065121281,-101.4976464446,270.9696883204,5.0
17,564.7261,0.0018256277995884,3.873771872907911e-05,566.8283,0.0013413708528075,9.184112884388988e-05,561.2934,0.0055247991947599,7.830500549424429e-05,558.8015651949872,52.51634918248816,0.0012713730117866,-53.7,-53.7,95.0,22.1802814035,17.2102979328,22.1949682619,17.2623518464,84.8212269939,27.4135312693,472.3149079755,279.6437074051,338.622208589,164.1141072024,2.9742e-06,1.2921e-06,-3.89e-08,3.308e-07,1.3274e-06,8.32e-07,-24.9932979805,31.6902349058,22.8279266701,2.7593249016,-2.7267832008,1.4482486396,-3.6474677848,1.8105969122,1.0559472928,2.0467501659,-25.6526868518,29.7127740707,36.479382422,79.4747114959,327.591672004,181.5295907872,-109.0134089747,244.4489002571,1.0
18,564.8553,0.0008656160255259,3.649924149340673e-05,566.5622,0.0038484844993654,0.0001104254164247,560.6435,0.0070787706507526,3.96668889822091e-05,465.83629088476806,57.3007855760812,0.0009296527431021,-53.7,-53.7,95.0,14.2593982407,32.0974802432,15.0700992498,31.8904477759,86.6064957265,18.8246413487,508.0185470085,142.8710615897,310.5537606838,125.8095203872,3.1499e-06,1.0633e-06,-1.526e-07,3.134e-07,1.5666e-06,2.8746e-06,-49.075536275,48.233757468,22.9748339219,3.3022739013,-3.9053175284,1.8446478078,-4.6146697587,2.2920482987,-0.0581244228,2.5064451059,-49.7598708366,46.4303605238,73.2417980907,62.187673288,223.3223479299,93.1391883967,-124.8294192703,126.5790861149,4.9
19,564.8941,0.0001655497258464,2.451831731035565e-05,566.0206,0.0067768120469993,0.0001234202364429,559.8957,0.0075044271090437,1.7562295304134463e-05,391.80567666763767,75.39877825494027,0.0007403061421713,-53.7,-53.7,95.0,7.9203522247,43.3199486965,6.8914132271,43.5728913602,107.5085436893,30.1990430765,591.6442718447,167.1840675075,436.113592233,166.7851879401,3.4589e-06,9.868e-07,-3.071e-07,3.609e-07,1.9337e-06,3.0579e-06,-14.6655845091,36.3701882735,25.4629383461,3.9854721182,-2.6555313833,1.8524775394,-3.2290971476,2.5720314105,1.1919150931,2.9687065704,-14.0731511412,36.9335525068,151.5871060939,39.5461542275,187.8352449871,61.3437920926,-160.6416672199,69.246219272,1.0
20,564.8731,0.0002888236156664,8.686133511813263e-06,565.1719,0.009876038085339,0.0001208410672103,559.1816,0.0064775744971894,7.719094616745543e-05,380.2353107230148,66.80880376527188,0.0001157036594462,-53.7,-53.7,95.0,3.084023485,44.1162611964,3.9543013055,43.4793503117,112.6043809524,16.8247720383,656.2962857143,154.5525145287,455.0222857143,114.4872522515,3.5843e-06,1.4863e-06,-3.764e-07,4.581e-07,1.5488e-06,3.2667e-06,13.8471917089,38.8180355533,27.790924379,4.7918496678,-1.1007407565,2.2499496531,-1.7325775924,3.1429148261,2.4007963614,3.6334475047,12.6579487103,38.7919171449,186.7024528663,27.0244812429,183.397327374,53.099080106,-168.5031254911,52.1783411507,1.0
